folder,file,instrument,level,lot,inkludert,ekskludert,mean_beregnet,mean_angitt,sd_beregnet,sd_angitt,cv_beregnet,cv_angitt,zstat,sd_ratio
Basophil,April 2026.xlsx,XR1,L1,60751101,23,0.0,0.153,0.15,0.006,0.008,3.65,5.33,1.825,1.3333333333333333
Basophil,April 2026.xlsx,XR2,L1,60751101,22,0.0,0.15,0.15,0.007,0.008,4.8,5.33,0.267,1.1428571428571428
Basophil,April 2026.xlsx,XR3,L1,60751101,22,0.0,0.149,0.15,0.005,0.008,3.53,5.33,-0.533,1.6
Basophil,April 2026.xlsx,XR1,L1,60191101,41,0.0,0.153,0.15,0.007,0.008,4.4,5.33,2.147,1.1428571428571428
Basophil,April 2026.xlsx,XR2,L1,60191101,38,0.0,0.149,0.15,0.005,0.008,3.46,5.33,-0.406,1.6
Basophil,April 2026.xlsx,XR3,L1,60191101,38,0.0,0.148,0.15,0.006,0.008,4.3,5.33,-1.217,1.3333333333333333
Basophil,April 2026.xlsx,XR1,L2,60751102,35,0.0,0.348,0.34,0.013,0.014,3.61,4.12,3.381,1.076923076923077
Basophil,April 2026.xlsx,XR2,L2,60751102,34,0.0,0.338,0.34,0.011,0.014,3.21,4.12,-0.735,1.272727272727273
Basophil,April 2026.xlsx,XR3,L2,60751102,32,0.0,0.339,0.34,0.01,0.014,3.08,4.12,-0.253,1.4
Basophil,April 2026.xlsx,XR1,L2,60191102,57,0.0,0.337,0.33,0.011,0.014,3.12,4.24,3.784,1.272727272727273
Basophil,April 2026.xlsx,XR2,L2,60191102,56,0.0,0.327,0.33,0.01,0.014,3.14,4.24,-1.623,1.4
Basophil,April 2026.xlsx,XR3,L2,60191102,55,0.0,0.328,0.33,0.008,0.014,2.58,4.24,-1.059,1.75
Basophil,April 2026.xlsx,XR1,L3,60751103,22,0.0,0.823,0.81,0.027,0.04,3.25,4.94,1.492,1.4814814814814816
Basophil,April 2026.xlsx,XR2,L3,60751103,22,0.0,0.797,0.81,0.026,0.04,3.27,4.94,-1.492,1.5384615384615385
Basophil,April 2026.xlsx,XR3,L3,60751103,21,0.0,0.796,0.81,0.017,0.04,2.16,4.94,-1.582,2.3529411764705883
Basophil,April 2026.xlsx,XR1,L3,60191103,38,0.0,0.798,0.78,0.024,0.04,3.04,5.13,2.798,1.6666666666666667
Basophil,April 2026.xlsx,XR2,L3,60191103,38,0.0,0.783,0.78,0.023,0.04,2.9,5.13,0.487,1.7391304347826089
Basophil,April 2026.xlsx,XR3,L3,60191103,42,0.0,0.789,0.78,0.019,0.04,2.43,5.13,1.389,2.1052631578947367
Basophil,April 2026.xlsx,XR3,L3,60191103,636,0.0,0.414,0.412,0.255,0.02,61.55,4.77,2.591,0.0784313725490196
Basophil,February 2026.xlsx,XR1,L1,60191101,12,0.0,0.149,0.15,0.005,0.008,3.45,5.33,-0.361,1.6
Basophil,February 2026.xlsx,XR2,L1,60191101,14,0.0,0.149,0.15,0.008,0.008,5.18,5.33,-0.668,1.0
Basophil,February 2026.xlsx,XR3,L1,60191101,14,0.0,0.149,0.15,0.005,0.008,3.18,5.33,-0.334,1.6
Basophil,February 2026.xlsx,XR1,L1,53281101,24,0.0,0.147,0.15,0.008,0.008,5.19,5.33,-2.041,1.0
Basophil,February 2026.xlsx,XR2,L1,53281101,25,0.0,0.147,0.15,0.007,0.008,4.61,5.33,-1.75,1.1428571428571428
Basophil,February 2026.xlsx,XR3,L1,53281101,27,0.0,0.144,0.15,0.006,0.008,4.43,5.33,-3.608,1.3333333333333333
Basophil,February 2026.xlsx,XR1,L2,60191102,19,0.0,0.327,0.33,0.007,0.014,2.24,4.24,-0.819,2.0
Basophil,February 2026.xlsx,XR2,L2,60191102,20,0.0,0.329,0.33,0.01,0.014,2.94,4.24,-0.319,1.4
Basophil,February 2026.xlsx,XR3,L2,60191102,19,0.0,0.327,0.33,0.009,0.014,2.89,4.24,-0.983,1.5555555555555558
Basophil,February 2026.xlsx,XR1,L2,53281102,65,0.0,0.336,0.34,0.011,0.014,3.4,4.12,-2.215,1.272727272727273
Basophil,February 2026.xlsx,XR2,L2,53281102,65,0.0,0.336,0.34,0.009,0.014,2.54,4.12,-2.038,1.5555555555555558
Basophil,February 2026.xlsx,XR3,L2,53281102,64,0.0,0.332,0.34,0.009,0.014,2.67,4.12,-4.375,1.5555555555555558
Basophil,February 2026.xlsx,XR1,L3,60191103,11,0.0,0.796,0.78,0.022,0.04,2.77,5.13,1.357,1.8181818181818183
Basophil,February 2026.xlsx,XR2,L3,60191103,12,0.0,0.785,0.78,0.029,0.04,3.74,5.13,0.433,1.379310344827586
Basophil,February 2026.xlsx,XR3,L3,60191103,11,0.0,0.784,0.78,0.014,0.04,1.74,5.13,0.302,2.857142857142857
Basophil,February 2026.xlsx,XR1,L3,53281103,22,0.0,0.803,0.8,0.022,0.04,2.78,5.0,0.373,1.8181818181818183
Basophil,February 2026.xlsx,XR2,L3,53281103,22,0.0,0.809,0.8,0.02,0.04,2.42,5.0,1.013,2.0
Basophil,February 2026.xlsx,XR3,L3,53281103,23,0.0,0.8,0.8,0.019,0.04,2.37,5.0,0.052,2.1052631578947367
Basophil,February 2026.xlsx,XR3,L3,53281103,469,0.0,0.387,0.389,0.229,0.018,59.17,4.63,-2.269,0.07860262008733623
Basophil,January 2026.xlsx,XR1,L1,53281101,31,0.0,0.146,0.15,0.005,0.008,3.32,5.33,-2.47,1.6
Basophil,January 2026.xlsx,XR2,L1,53281101,32,0.0,0.148,0.15,0.006,0.008,4.35,5.33,-1.326,1.3333333333333333
Basophil,January 2026.xlsx,XR3,L1,53281101,32,0.0,0.145,0.15,0.006,0.008,3.92,5.33,-3.536,1.3333333333333333
Basophil,January 2026.xlsx,XR1,L2,53281102,92,0.0,0.338,0.34,0.01,0.014,2.87,4.12,-1.713,1.4
Basophil,January 2026.xlsx,XR2,L2,53281102,92,0.0,0.336,0.34,0.01,0.014,2.84,4.12,-2.904,1.4
Basophil,January 2026.xlsx,XR3,L2,53281102,93,0.0,0.334,0.34,0.01,0.014,2.9,4.12,-4.148,1.4
Basophil,January 2026.xlsx,XR1,L3,53281103,31,0.0,0.801,0.8,0.018,0.04,2.19,5.0,0.135,2.2222222222222223
Basophil,January 2026.xlsx,XR2,L3,53281103,24,0.0,0.812,0.8,0.019,0.04,2.29,5.0,1.429,2.1052631578947367
Basophil,January 2026.xlsx,XR3,L3,53281103,31,0.0,0.801,0.8,0.015,0.04,1.92,5.0,0.135,2.666666666666667
Basophil,January 2026.xlsx,XR3,L3,53281103,458,0.0,0.384,0.387,0.216,0.018,56.06,4.54,-3.1,0.08333333333333333
Basophil,Juli 2026.xlsx,XR1,L1,61311101,64,0.0,0.153,0.15,0.007,0.008,4.36,5.33,3.281,1.1428571428571428
Basophil,Juli 2026.xlsx,XR2,L1,61311101,64,0.0,0.15,0.15,0.007,0.008,4.6,5.33,0.0,1.1428571428571428
Basophil,Juli 2026.xlsx,XR3,L1,61311101,62,0.0,0.149,0.15,0.006,0.008,4.35,5.33,-0.635,1.3333333333333333
Basophil,Juli 2026.xlsx,XR1,L2,61311102,94,0.0,0.335,0.33,0.012,0.014,3.6,4.24,3.684,1.1666666666666667
Basophil,Juli 2026.xlsx,XR2,L2,61311102,93,0.0,0.33,0.33,0.011,0.014,3.18,4.24,0.296,1.272727272727273
Basophil,Juli 2026.xlsx,XR3,L2,61311102,92,0.0,0.333,0.33,0.01,0.014,2.85,4.24,2.234,1.4
Basophil,Juli 2026.xlsx,XR1,L3,61311103,63,0.0,0.82,0.82,0.027,0.04,3.26,4.88,0.094,1.4814814814814816
Basophil,Juli 2026.xlsx,XR2,L3,61311103,62,0.0,0.811,0.82,0.024,0.04,2.91,4.88,-1.81,1.6666666666666667
Basophil,Juli 2026.xlsx,XR3,L3,61311103,62,0.0,0.817,0.82,0.018,0.04,2.21,4.88,-0.603,2.2222222222222223
Basophil,Juli 2026.xlsx,XR3,L3,61311103,656,0.0,0.418,0.418,0.263,0.02,62.95,4.74,0.556,0.07604562737642585
Basophil,June 2026.xlsx,XR1,L1,61311101,32,0.0,0.154,0.15,0.006,0.008,3.63,5.33,2.873,1.3333333333333333
Basophil,June 2026.xlsx,XR2,L1,61311101,34,0.0,0.15,0.15,0.008,0.008,5.44,5.33,0.0,1.0
Basophil,June 2026.xlsx,XR3,L1,61311101,33,0.0,0.15,0.15,0.006,0.008,3.73,5.33,0.0,1.3333333333333333
Basophil,June 2026.xlsx,XR3,L1,61311101,1,0.0,,,,,,,,
Basophil,June 2026.xlsx,XR1,L1,60751101,28,0.0,0.154,0.15,0.008,0.008,5.08,5.33,2.362,1.0
Basophil,June 2026.xlsx,XR2,L1,60751101,30,0.0,0.151,0.15,0.006,0.008,4.16,5.33,0.913,1.3333333333333333
Basophil,June 2026.xlsx,XR3,L1,60751101,29,0.0,0.15,0.15,0.005,0.008,3.33,5.33,-0.232,1.6
Basophil,June 2026.xlsx,XR1,L2,61311102,50,0.0,0.339,0.33,0.01,0.014,2.88,4.24,4.748,1.4
Basophil,June 2026.xlsx,XR2,L2,61311102,48,0.0,0.329,0.33,0.012,0.014,3.7,4.24,-0.412,1.1666666666666667
Basophil,June 2026.xlsx,XR3,L2,61311102,49,0.0,0.331,0.33,0.009,0.014,2.68,4.24,0.714,1.5555555555555558
Basophil,June 2026.xlsx,XR1,L2,60751102,42,0.0,0.346,0.34,0.011,0.014,3.18,4.12,2.976,1.272727272727273
Basophil,June 2026.xlsx,XR2,L2,60751102,42,0.0,0.338,0.34,0.01,0.014,3.08,4.12,-0.882,1.4
Basophil,June 2026.xlsx,XR3,L2,60751102,42,0.0,0.34,0.34,0.008,0.014,2.29,4.12,0.11,1.75
Basophil,June 2026.xlsx,XR1,L3,61311103,32,0.0,0.826,0.82,0.022,0.04,2.64,4.88,0.84,1.8181818181818183
Basophil,June 2026.xlsx,XR2,L3,61311103,32,0.0,0.813,0.82,0.021,0.04,2.54,4.88,-1.016,1.9047619047619047
Basophil,June 2026.xlsx,XR3,L3,61311103,33,0.0,0.815,0.82,0.017,0.04,2.06,4.88,-0.696,2.3529411764705883
Basophil,June 2026.xlsx,XR1,L3,60751103,28,0.0,0.81,0.81,0.024,0.04,2.99,4.94,0.0,1.6666666666666667
Basophil,June 2026.xlsx,XR2,L3,60751103,28,0.0,0.799,0.81,0.018,0.04,2.26,4.94,-1.417,2.2222222222222223
Basophil,June 2026.xlsx,XR3,L3,60751103,28,0.0,0.794,0.81,0.019,0.04,2.33,4.94,-2.126,2.1052631578947367
Basophil,June 2026.xlsx,XR3,L3,60751103,641,0.0,0.417,0.417,0.259,0.02,62.26,4.72,-0.517,0.07722007722007722
Basophil,Mai 2026.xlsx,XR1,L1,60751101,65,0.0,0.151,0.15,0.008,0.008,5.07,5.33,1.395,1.0
Basophil,Mai 2026.xlsx,XR2,L1,60751101,64,0.0,0.149,0.15,0.007,0.008,4.59,5.33,-0.938,1.1428571428571428
Basophil,Mai 2026.xlsx,XR3,L1,60751101,62,0.0,0.149,0.15,0.005,0.008,3.59,5.33,-0.953,1.6
Basophil,Mai 2026.xlsx,XR1,L2,60751102,95,0.0,0.345,0.34,0.013,0.014,3.68,4.12,3.518,1.076923076923077
Basophil,Mai 2026.xlsx,XR2,L2,60751102,93,0.0,0.34,0.34,0.01,0.014,2.86,4.12,-0.074,1.4
Basophil,Mai 2026.xlsx,XR3,L2,60751102,94,0.0,0.34,0.34,0.009,0.014,2.74,4.12,0.221,1.5555555555555558
Basophil,Mai 2026.xlsx,XR1,L3,60751103,63,0.0,0.812,0.81,0.024,0.04,3.0,4.94,0.441,1.6666666666666667
Basophil,Mai 2026.xlsx,XR2,L3,60751103,62,0.0,0.796,0.81,0.023,0.04,2.92,4.94,-2.731,1.7391304347826089
Basophil,Mai 2026.xlsx,XR3,L3,60751103,63,0.0,0.803,0.81,0.017,0.04,2.06,4.94,-1.386,2.3529411764705883
Basophil,Mai 2026.xlsx,XR3,L3,60751103,661,0.0,0.418,0.419,0.257,0.02,61.46,4.7,-1.365,0.07782101167315175
Basophil,March 2026.xlsx,XR1,L1,60191101,64,0.0,0.152,0.15,0.006,0.008,4.27,5.33,1.563,1.3333333333333333
Basophil,March 2026.xlsx,XR2,L1,60191101,63,0.0,0.15,0.15,0.006,0.008,4.13,5.33,0.315,1.3333333333333333
Basophil,March 2026.xlsx,XR3,L1,60191101,64,0.0,0.148,0.15,0.005,0.008,3.3,5.33,-1.719,1.6
Basophil,March 2026.xlsx,XR1,L2,60191102,89,2.0,0.329,0.33,0.012,0.014,3.63,4.24,-0.454,1.1666666666666667
Basophil,March 2026.xlsx,XR2,L2,60191102,93,0.0,0.327,0.33,0.01,0.014,3.2,4.24,-2.296,1.4
Basophil,March 2026.xlsx,XR3,L2,60191102,95,0.0,0.327,0.33,0.01,0.014,2.99,4.24,-2.052,1.4
Basophil,March 2026.xlsx,XR1,L3,60191103,64,0.0,0.787,0.78,0.026,0.04,3.35,5.13,1.438,1.5384615384615385
Basophil,March 2026.xlsx,XR2,L3,60191103,62,0.0,0.782,0.78,0.02,0.04,2.51,5.13,0.349,2.0
Basophil,March 2026.xlsx,XR3,L3,60191103,64,0.0,0.78,0.78,0.018,0.04,2.3,5.13,0.0,2.2222222222222223
Basophil,March 2026.xlsx,XR3,L3,60191103,658,2.0,0.408,0.408,0.251,0.02,61.55,4.81,-0.138,0.0796812749003984
Hb,Hb_April_Mai 2026.xlsx,XR1,L1,60751101,88,0.0,6.24,6.2,0.05,0.09,0.87,1.45,4.619,1.7999999999999998
Hb,Hb_April_Mai 2026.xlsx,XR2,L1,60751101,84,2.0,6.27,6.2,0.06,0.09,0.88,1.45,7.274,1.5
Hb,Hb_April_Mai 2026.xlsx,XR3,L1,60751101,84,0.0,6.21,6.2,0.05,0.09,0.84,1.45,0.849,1.7999999999999998
Hb,Hb_April_Mai 2026.xlsx,XR1,L1,60191101,41,0.0,6.31,6.3,0.05,0.09,0.84,1.43,1.041,1.7999999999999998
Hb,Hb_April_Mai 2026.xlsx,XR2,L1,60191101,38,0.0,6.32,6.3,0.07,0.09,1.11,1.43,1.442,1.2857142857142856
Hb,Hb_April_Mai 2026.xlsx,XR3,L1,60191101,38,0.0,6.25,6.3,0.06,0.09,0.97,1.43,-3.605,1.5
Hb,Hb_April_Mai 2026.xlsx,XR1,L2,60751102,132,0.0,11.96,12.0,0.07,0.1,0.61,0.83,-4.874,1.4285714285714286
Hb,Hb_April_Mai 2026.xlsx,XR2,L2,60751102,127,0.0,12.01,12.0,0.08,0.1,0.7,0.83,1.509,1.25
Hb,Hb_April_Mai 2026.xlsx,XR3,L2,60751102,126,0.0,11.95,12.0,0.08,0.1,0.66,0.83,-5.702,1.25
Hb,Hb_April_Mai 2026.xlsx,XR1,L2,60191102,58,0.0,11.79,11.8,0.06,0.1,0.51,0.85,-1.05,1.6666666666666667
Hb,Hb_April_Mai 2026.xlsx,XR2,L2,60191102,56,0.0,11.8,11.8,0.08,0.1,0.67,0.85,0.267,1.25
Hb,Hb_April_Mai 2026.xlsx,XR3,L2,60191102,55,0.0,11.74,11.8,0.09,0.1,0.73,0.85,-4.315,1.1111111111111112
Hb,Hb_April_Mai 2026.xlsx,XR1,L3,60751103,85,0.0,15.38,15.5,0.09,0.2,0.56,1.29,-5.586,2.2222222222222223
Hb,Hb_April_Mai 2026.xlsx,XR2,L3,60751103,84,0.0,15.47,15.5,0.08,0.2,0.54,1.29,-1.418,2.5
Hb,Hb_April_Mai 2026.xlsx,XR3,L3,60751103,84,0.0,15.44,15.5,0.1,0.2,0.63,1.29,-2.891,2.0
Hb,Hb_April_Mai 2026.xlsx,XR1,L3,60191103,38,0.0,15.43,15.5,0.08,0.2,0.51,1.29,-2.028,2.5
Hb,Hb_April_Mai 2026.xlsx,XR2,L3,60191103,38,0.0,15.49,15.5,0.09,0.2,0.6,1.29,-0.406,2.2222222222222223
Hb,Hb_April_Mai 2026.xlsx,XR3,L3,60191103,42,0.0,15.5,15.5,0.12,0.2,0.78,1.29,0.0,1.6666666666666667
Hb,Hb_April_Mai 2026.xlsx,XR3,L3,60191103,1298,2.0,11.3,11.32,3.52,0.13,31.16,1.14,-5.586,0.036931818181818184
Hb,Hb_January_March2026.xlsx,XR1,L1,60191101,78,0.0,6.34,6.3,0.05,0.09,0.86,1.43,4.152,1.7999999999999998
Hb,Hb_January_March2026.xlsx,XR2,L1,60191101,77,0.0,6.31,6.3,0.08,0.09,1.2,1.43,1.14,1.125
Hb,Hb_January_March2026.xlsx,XR3,L1,60191101,78,0.0,6.27,6.3,0.06,0.09,0.97,1.43,-2.894,1.5
Hb,Hb_January_March2026.xlsx,XR1,L1,53281101,55,0.0,6.28,6.2,0.05,0.09,0.85,1.45,6.892,1.7999999999999998
Hb,Hb_January_March2026.xlsx,XR2,L1,53281101,57,0.0,6.22,6.2,0.07,0.09,1.06,1.45,1.472,1.2857142857142856
Hb,Hb_January_March2026.xlsx,XR3,L1,53281101,59,0.0,6.19,6.2,0.05,0.09,0.78,1.45,-0.868,1.7999999999999998
Hb,Hb_January_March2026.xlsx,XR1,L2,60191102,110,0.0,11.83,11.8,0.07,0.1,0.62,0.85,3.146,1.4285714285714286
Hb,Hb_January_March2026.xlsx,XR2,L2,60191102,113,0.0,11.76,11.8,0.08,0.1,0.67,0.85,-4.327,1.25
Hb,Hb_January_March2026.xlsx,XR3,L2,60191102,114,0.0,11.79,11.8,0.08,0.1,0.64,0.85,-0.937,1.25
Hb,Hb_January_March2026.xlsx,XR1,L2,53281102,157,0.0,11.96,11.9,0.06,0.1,0.52,0.84,7.103,1.6666666666666667
Hb,Hb_January_March2026.xlsx,XR2,L2,53281102,157,0.0,11.86,11.9,0.08,0.1,0.67,0.84,-5.507,1.25
Hb,Hb_January_March2026.xlsx,XR3,L2,53281102,157,0.0,11.91,11.9,0.08,0.1,0.64,0.84,1.038,1.25
Hb,Hb_January_March2026.xlsx,XR1,L3,60191103,75,0.0,15.54,15.5,0.08,0.2,0.53,1.29,1.559,2.5
Hb,Hb_January_March2026.xlsx,XR2,L3,60191103,74,0.0,15.44,15.5,0.1,0.2,0.62,1.29,-2.732,2.0
Hb,Hb_January_March2026.xlsx,XR3,L3,60191103,75,0.0,15.53,15.5,0.11,0.2,0.68,1.29,1.386,1.8181818181818183
Hb,Hb_January_March2026.xlsx,XR1,L3,53281103,53,0.0,15.43,15.3,0.07,0.2,0.46,1.31,4.876,2.857142857142857
Hb,Hb_January_March2026.xlsx,XR2,L3,53281103,46,0.0,15.31,15.3,0.08,0.2,0.5,1.31,0.221,2.5
Hb,Hb_January_March2026.xlsx,XR3,L3,53281103,54,0.0,15.43,15.3,0.1,0.2,0.62,1.31,4.899,2.0
Hb,Hb_January_March2026.xlsx,XR3,L3,53281103,1589,0.0,11.29,11.28,3.27,0.12,28.96,1.1,4.741,0.03669724770642201
Hb,Hb_JuniJuli.xlsx,XR1,L1,61311101,96,0.0,6.27,6.2,0.05,0.09,0.83,1.45,7.144,1.7999999999999998
Hb,Hb_JuniJuli.xlsx,XR2,L1,61311101,96,2.0,6.29,6.2,0.05,0.09,0.84,1.45,10.093,1.7999999999999998
Hb,Hb_JuniJuli.xlsx,XR3,L1,61311101,95,0.0,6.21,6.2,0.05,0.09,0.75,1.45,0.798,1.7999999999999998
Hb,Hb_JuniJuli.xlsx,XR3,L1,61311101,1,0.0,,,,,,,,
Hb,Hb_JuniJuli.xlsx,XR1,L1,60751101,10,0.0,6.26,6.2,0.05,0.09,0.82,1.45,2.108,1.7999999999999998
Hb,Hb_JuniJuli.xlsx,XR1,L1,60751101,18,0.0,6.24,6.25,0.05,0.09,0.8,1.44,-0.524,1.7999999999999998
Hb,Hb_JuniJuli.xlsx,XR1,L1,60751101,28,0.0,6.25,6.23,0.05,0.09,0.81,1.44,0.84,1.7999999999999998
Hb,Hb_JuniJuli.xlsx,XR2,L1,60751101,10,1.0,6.34,6.2,0.05,0.09,0.81,1.45,4.919,1.7999999999999998
Hb,Hb_JuniJuli.xlsx,XR2,L1,60751101,20,0.0,6.33,6.25,0.06,0.09,0.87,1.44,3.727,1.5
Hb,Hb_JuniJuli.xlsx,XR2,L1,60751101,30,1.0,6.33,6.23,0.05,0.09,0.85,1.44,5.883,1.7999999999999998
Hb,Hb_JuniJuli.xlsx,XR3,L1,60751101,10,0.0,6.22,6.2,0.04,0.09,0.68,1.45,0.703,2.25
Hb,Hb_JuniJuli.xlsx,XR3,L1,60751101,19,0.0,6.22,6.25,0.06,0.09,1.01,1.44,-1.402,1.5
Hb,Hb_JuniJuli.xlsx,XR3,L1,60751101,29,0.0,6.22,6.23,0.06,0.09,0.9,1.44,-0.722,1.5
Hb,Hb_JuniJuli.xlsx,XR1,L2,61311102,144,0.0,11.84,11.9,0.06,0.1,0.53,0.84,-7.667,1.6666666666666667
Hb,Hb_JuniJuli.xlsx,XR2,L2,61311102,141,0.0,11.9,11.9,0.08,0.1,0.65,0.84,0.59,1.25
Hb,Hb_JuniJuli.xlsx,XR3,L2,61311102,141,0.0,11.8,11.9,0.09,0.1,0.75,0.84,-11.369,1.1111111111111112
Hb,Hb_JuniJuli.xlsx,XR1,L2,60751102,42,0.0,11.96,12.0,0.07,0.1,0.61,0.83,-2.623,1.4285714285714286
Hb,Hb_JuniJuli.xlsx,XR2,L2,60751102,42,0.0,12.05,12.0,0.07,0.1,0.61,0.83,2.932,1.4285714285714286
Hb,Hb_JuniJuli.xlsx,XR3,L2,60751102,42,0.0,11.94,12.0,0.1,0.1,0.82,0.83,-4.166,1.0
Hb,Hb_JuniJuli.xlsx,XR1,L3,61311103,95,0.0,15.19,15.3,0.08,0.2,0.51,1.31,-5.284,2.5
Hb,Hb_JuniJuli.xlsx,XR2,L3,61311103,94,0.0,15.3,15.3,0.08,0.2,0.55,1.31,0.052,2.5
Hb,Hb_JuniJuli.xlsx,XR3,L3,61311103,95,0.0,15.21,15.3,0.1,0.2,0.63,1.31,-4.309,2.0
Hb,Hb_JuniJuli.xlsx,XR1,L3,60751103,28,0.0,15.4,15.5,0.09,0.2,0.57,1.29,-2.551,2.2222222222222223
Hb,Hb_JuniJuli.xlsx,XR2,L3,60751103,28,0.0,15.49,15.5,0.09,0.2,0.58,1.29,-0.378,2.2222222222222223
Hb,Hb_JuniJuli.xlsx,XR3,L3,60751103,28,0.0,15.4,15.5,0.07,0.2,0.43,1.29,-2.646,2.857142857142857
Hb,Hb_JuniJuli.xlsx,XR3,L3,60751103,1295,3.0,11.22,11.24,3.47,0.13,30.9,1.15,-7.79,0.037463976945244955
Htc,Htc April Mai 2026.xlsx,XR1,L1,60751101,5,0.0,0.185,0.191,0.002,0.008,1.12,4.19,-1.789,4.0
Htc,Htc April Mai 2026.xlsx,XR1,L1,60751101,83,0.0,0.187,0.187,0.002,0.008,1.14,4.28,0.302,4.0
Htc,Htc April Mai 2026.xlsx,XR1,L1,60751101,88,0.0,0.187,0.187,0.002,0.008,1.18,4.27,-0.133,4.0
Htc,Htc April Mai 2026.xlsx,XR2,L1,60751101,6,0.0,0.186,0.191,0.001,0.008,0.74,4.19,-1.684,8.0
Htc,Htc April Mai 2026.xlsx,XR2,L1,60751101,80,0.0,0.188,0.187,0.002,0.008,1.32,4.28,1.048,4.0
Htc,Htc April Mai 2026.xlsx,XR2,L1,60751101,86,0.0,0.188,0.187,0.003,0.008,1.33,4.27,0.566,2.6666666666666665
Htc,Htc April Mai 2026.xlsx,XR3,L1,60751101,6,0.0,0.188,0.191,0.004,0.008,2.09,4.19,-0.816,2.0
Htc,Htc April Mai 2026.xlsx,XR3,L1,60751101,78,0.0,0.189,0.187,0.002,0.008,1.3,4.28,2.576,4.0
Htc,Htc April Mai 2026.xlsx,XR3,L1,60751101,84,0.0,0.189,0.187,0.003,0.008,1.36,4.27,2.264,2.6666666666666665
Htc,Htc April Mai 2026.xlsx,XR1,L1,60191101,41,0.0,0.189,0.193,0.002,0.008,1.23,4.15,-2.811,4.0
Htc,Htc April Mai 2026.xlsx,XR2,L1,60191101,38,0.0,0.191,0.193,0.003,0.008,1.64,4.15,-1.724,2.6666666666666665
Htc,Htc April Mai 2026.xlsx,XR3,L1,60191101,38,0.0,0.193,0.193,0.002,0.008,1.28,4.15,-0.041,4.0
Htc,Htc April Mai 2026.xlsx,XR1,L2,60751102,132,0.0,0.352,0.358,0.004,0.008,1.14,2.23,-9.15,2.0
Htc,Htc April Mai 2026.xlsx,XR2,L2,60751102,127,0.0,0.353,0.358,0.004,0.008,1.11,2.23,-7.188,2.0
Htc,Htc April Mai 2026.xlsx,XR3,L2,60751102,126,0.0,0.356,0.358,0.004,0.008,1.07,2.23,-2.316,2.0
Htc,Htc April Mai 2026.xlsx,XR1,L2,60191102,58,0.0,0.346,0.352,0.004,0.008,1.12,2.27,-5.712,2.0
Htc,Htc April Mai 2026.xlsx,XR2,L2,60191102,56,0.0,0.347,0.352,0.003,0.008,0.93,2.27,-4.56,2.6666666666666665
Htc,Htc April Mai 2026.xlsx,XR3,L2,60191102,55,0.0,0.354,0.352,0.003,0.008,0.99,2.27,1.854,2.6666666666666665
Htc,Htc April Mai 2026.xlsx,XR1,L3,60751103,5,0.0,0.443,0.455,0.002,0.007,0.48,1.54,-3.833,3.5
Htc,Htc April Mai 2026.xlsx,XR1,L3,60751103,60,0.0,0.446,0.447,0.004,0.007,0.9,1.57,-0.664,1.75
Htc,Htc April Mai 2026.xlsx,XR1,L3,60751103,21,0.0,0.449,0.455,0.004,0.007,0.8,1.54,-3.616,1.75
Htc,Htc April Mai 2026.xlsx,XR1,L3,60751103,86,0.0,0.447,0.449,0.004,0.007,0.93,1.56,-3.266,1.75
Htc,Htc April Mai 2026.xlsx,XR2,L3,60751103,6,0.0,0.444,0.455,0.003,0.007,0.6,1.54,-3.849,2.3333333333333335
Htc,Htc April Mai 2026.xlsx,XR2,L3,60751103,57,0.0,0.446,0.447,0.004,0.007,0.9,1.57,-0.965,1.75
Htc,Htc April Mai 2026.xlsx,XR2,L3,60751103,21,0.0,0.449,0.455,0.004,0.007,0.8,1.54,-4.177,1.75
Htc,Htc April Mai 2026.xlsx,XR2,L3,60751103,84,0.0,0.447,0.45,0.004,0.007,0.9,1.56,-3.912,1.75
Htc,Htc April Mai 2026.xlsx,XR3,L3,60751103,5,0.0,0.449,0.455,0.005,0.007,1.09,1.54,-1.917,1.4
Htc,Htc April Mai 2026.xlsx,XR3,L3,60751103,56,0.0,0.453,0.447,0.005,0.007,1.05,1.57,6.701,1.4
Htc,Htc April Mai 2026.xlsx,XR3,L3,60751103,22,2.0,0.457,0.455,0.006,0.007,1.4,1.54,1.127,1.1666666666666667
Htc,Htc April Mai 2026.xlsx,XR3,L3,60751103,83,2.0,0.454,0.45,0.006,0.007,1.22,1.56,5.614,1.1666666666666667
Htc,Htc April Mai 2026.xlsx,XR1,L3,60191103,38,0.0,0.45,0.451,0.005,0.007,1.09,1.55,-0.904,1.4
Htc,Htc April Mai 2026.xlsx,XR2,L3,60191103,38,0.0,0.451,0.451,0.004,0.007,0.96,1.55,-0.301,1.75
Htc,Htc April Mai 2026.xlsx,XR3,L3,60191103,39,3.0,0.461,0.451,0.004,0.007,0.96,1.55,9.104,1.75
Htc,Htc April Mai 2026.xlsx,XR3,L3,60191103,1297,5.0,0.333,0.334,0.101,0.008,30.21,2.62,-7.197,0.07920792079207921
Htc,Htc January_March 2026.xlsx,XR1,L1,60191101,78,0.0,0.19,0.193,0.003,0.008,1.43,4.15,-2.986,2.6666666666666665
Htc,Htc January_March 2026.xlsx,XR2,L1,60191101,77,0.0,0.189,0.193,0.003,0.008,1.53,4.15,-4.259,2.6666666666666665
