folder,file,instrument,level,lot,inkludert,ekskludert,mean_beregnet,mean_angitt,sd_beregnet,sd_angitt,cv_beregnet,cv_angitt,zstat,sd_ratio
WBC,June 2026.xlsx,XR1,L2,61311102,49,1.0,7.07,6.95,0.1,0.14,1.36,2.01,6.031,1.4000000000000001
WBC,June 2026.xlsx,XR2,L2,61311102,48,0.0,6.89,6.95,0.1,0.14,1.4,2.01,-3.021,1.4000000000000001
WBC,June 2026.xlsx,XR3,L2,61311102,49,0.0,6.9,6.95,0.1,0.14,1.48,2.01,-2.388,1.4000000000000001
WBC,June 2026.xlsx,XR1,L2,60751102,42,0.0,7.24,7.16,0.11,0.14,1.52,1.96,3.725,1.272727272727273
WBC,June 2026.xlsx,XR2,L2,60751102,42,0.0,7.08,7.16,0.09,0.14,1.29,1.96,-3.891,1.5555555555555558
WBC,June 2026.xlsx,XR3,L2,60751102,42,0.0,7.04,7.16,0.08,0.14,1.19,1.96,-5.467,1.7500000000000002
WBC,June 2026.xlsx,XR1,L3,61311103,32,0.0,17.26,16.98,0.18,0.34,1.05,2.0,4.679,1.888888888888889
WBC,June 2026.xlsx,XR2,L3,61311103,32,0.0,16.91,16.98,0.16,0.34,0.92,2.0,-1.139,2.125
WBC,June 2026.xlsx,XR3,L3,61311103,33,0.0,16.85,16.98,0.16,0.34,0.95,2.0,-2.145,2.125
WBC,June 2026.xlsx,XR1,L3,60751103,28,0.0,17.0,16.82,0.19,0.34,1.13,2.02,2.785,1.7894736842105263
WBC,June 2026.xlsx,XR2,L3,60751103,28,0.0,16.62,16.82,0.14,0.34,0.86,2.02,-3.079,2.4285714285714284
WBC,June 2026.xlsx,XR3,L3,60751103,28,0.0,16.59,16.82,0.15,0.34,0.92,2.02,-3.657,2.266666666666667
WBC,June 2026.xlsx,XR3,L3,60751103,640,1.0,8.68,8.7,5.4,0.18,62.22,2.25,-2.866,0.03333333333333333
WBC,Mai 2026.xlsx,XR1,L1,60751101,64,1.0,3.2,3.16,0.08,0.09,2.38,2.85,3.736,1.125
WBC,Mai 2026.xlsx,XR2,L1,60751101,64,0.0,3.11,3.16,0.07,0.09,2.25,2.85,-4.056,1.2857142857142856
WBC,Mai 2026.xlsx,XR3,L1,60751101,62,0.0,3.09,3.16,0.06,0.09,2.0,2.85,-6.082,1.5
WBC,Mai 2026.xlsx,XR1,L2,60751102,91,4.0,7.22,7.16,0.13,0.14,1.8,1.96,3.759,1.076923076923077
WBC,Mai 2026.xlsx,XR2,L2,60751102,93,0.0,7.08,7.16,0.09,0.14,1.3,1.96,-5.185,1.5555555555555558
WBC,Mai 2026.xlsx,XR3,L2,60751102,93,1.0,7.04,7.16,0.1,0.14,1.36,1.96,-8.562,1.4000000000000001
WBC,Mai 2026.xlsx,XR1,L3,60751103,63,0.0,16.98,16.82,0.34,0.34,2.01,2.02,3.717,1.0
WBC,Mai 2026.xlsx,XR2,L3,60751103,62,0.0,16.67,16.82,0.16,0.34,0.99,2.02,-3.586,2.125
WBC,Mai 2026.xlsx,XR3,L3,60751103,63,0.0,16.53,16.82,0.16,0.34,0.95,2.02,-6.711,2.125
WBC,Mai 2026.xlsx,XR3,L3,60751103,655,6.0,8.72,8.77,5.35,0.18,61.36,2.24,-7.639,0.03364485981308411
WBC,March 2026.xlsx,XR1,L1,60191101,62,2.0,3.18,3.11,0.08,0.09,2.46,2.89,6.378,1.125
WBC,March 2026.xlsx,XR2,L1,60191101,63,0.0,3.14,3.11,0.06,0.09,1.79,2.89,2.52,1.5
WBC,March 2026.xlsx,XR3,L1,60191101,64,0.0,3.09,3.11,0.05,0.09,1.71,2.89,-1.986,1.7999999999999998
WBC,March 2026.xlsx,XR1,L2,60191102,88,3.0,6.91,6.83,0.14,0.14,2.0,2.05,5.193,1.0
WBC,March 2026.xlsx,XR2,L2,60191102,93,0.0,6.83,6.83,0.1,0.14,1.43,2.05,0.289,1.4000000000000001
WBC,March 2026.xlsx,XR3,L2,60191102,95,0.0,6.76,6.83,0.11,0.14,1.57,2.05,-4.851,1.272727272727273
WBC,March 2026.xlsx,XR1,L3,60191103,59,5.0,16.43,16.34,0.28,0.34,1.68,2.08,2.022,1.2142857142857142
WBC,March 2026.xlsx,XR2,L3,60191103,62,0.0,16.29,16.34,0.16,0.34,0.99,2.08,-1.18,2.125
WBC,March 2026.xlsx,XR3,L3,60191103,64,0.0,16.11,16.34,0.16,0.34,0.99,2.08,-5.357,2.125
WBC,March 2026.xlsx,XR3,L3,60191103,650,10.0,8.44,8.46,5.18,0.18,61.31,2.3,-1.499,0.03474903474903475
eos,EOSJuniJuli.xlsx,XR1,L1,61311101,96,0.0,0.341,0.33,0.022,0.027,6.38,8.18,4.12,1.2272727272727273
eos,EOSJuniJuli.xlsx,XR2,L1,61311101,98,0.0,0.333,0.33,0.021,0.027,6.36,8.18,1.272,1.2857142857142856
eos,EOSJuniJuli.xlsx,XR3,L1,61311101,95,0.0,0.324,0.33,0.023,0.027,6.98,8.18,-2.128,1.173913043478261
eos,EOSJuniJuli.xlsx,XR3,L1,61311101,1,0.0,,,,,,,,
eos,EOSJuniJuli.xlsx,XR1,L1,60751101,28,0.0,0.312,0.31,0.018,0.027,5.81,8.71,0.42,1.5
eos,EOSJuniJuli.xlsx,XR2,L1,60751101,30,0.0,0.313,0.31,0.017,0.027,5.51,8.71,0.609,1.588235294117647
eos,EOSJuniJuli.xlsx,XR3,L1,60751101,29,0.0,0.306,0.31,0.02,0.027,6.44,8.71,-0.757,1.3499999999999999
eos,EOSJuniJuli.xlsx,XR1,L2,61311102,144,0.0,0.759,0.76,0.053,0.07,7.03,9.21,-0.179,1.3207547169811322
eos,EOSJuniJuli.xlsx,XR2,L2,61311102,141,0.0,0.753,0.76,0.05,0.07,6.63,9.21,-1.239,1.4000000000000001
eos,EOSJuniJuli.xlsx,XR3,L2,61311102,141,0.0,0.751,0.76,0.05,0.07,6.64,9.21,-1.444,1.4000000000000001
eos,EOSJuniJuli.xlsx,XR1,L2,60751102,42,0.0,0.814,0.8,0.055,0.07,6.7,8.75,1.301,1.272727272727273
eos,EOSJuniJuli.xlsx,XR2,L2,60751102,42,0.0,0.801,0.8,0.052,0.07,6.46,8.75,0.088,1.3461538461538463
eos,EOSJuniJuli.xlsx,XR3,L2,60751102,42,0.0,0.797,0.8,0.053,0.07,6.65,8.75,-0.287,1.3207547169811322
eos,EOSJuniJuli.xlsx,XR1,L3,61311103,95,0.0,2.055,2.03,0.137,0.18,6.68,8.87,1.368,1.313868613138686
eos,EOSJuniJuli.xlsx,XR2,L3,61311103,94,0.0,2.006,2.03,0.124,0.18,6.2,8.87,-1.318,1.4516129032258065
eos,EOSJuniJuli.xlsx,XR3,L3,61311103,95,0.0,1.998,2.03,0.149,0.18,7.46,8.87,-1.716,1.2080536912751678
eos,EOSJuniJuli.xlsx,XR1,L3,60751103,28,0.0,2.015,1.96,0.153,0.18,7.59,9.18,1.617,1.1764705882352942
eos,EOSJuniJuli.xlsx,XR2,L3,60751103,28,0.0,1.963,1.96,0.131,0.18,6.66,9.18,0.094,1.3740458015267174
eos,EOSJuniJuli.xlsx,XR3,L3,60751103,28,0.0,1.978,1.96,0.121,0.18,6.14,9.18,0.525,1.487603305785124
eos,EOSJuniJuli.xlsx,XR3,L3,60751103,1297,0.0,0.992,0.994,0.673,0.089,67.81,8.83,-0.761,0.13224368499257055
eos,EosJanuaryMarch2026.xlsx,XR1,L1,60191101,76,0.0,0.324,0.32,0.022,0.027,6.91,8.44,1.275,1.2272727272727273
eos,EosJanuaryMarch2026.xlsx,XR2,L1,60191101,77,0.0,0.322,0.32,0.02,0.027,6.21,8.44,0.802,1.3499999999999999
eos,EosJanuaryMarch2026.xlsx,XR3,L1,60191101,78,0.0,0.314,0.32,0.019,0.027,6.06,8.44,-1.887,1.4210526315789473
eos,EosJanuaryMarch2026.xlsx,XR1,L1,53281101,55,0.0,0.312,0.3,0.019,0.027,6.17,9.0,3.196,1.4210526315789473
eos,EosJanuaryMarch2026.xlsx,XR2,L1,53281101,57,0.0,0.315,0.3,0.021,0.027,6.62,9.0,4.268,1.2857142857142856
eos,EosJanuaryMarch2026.xlsx,XR3,L1,53281101,59,0.0,0.305,0.3,0.023,0.027,7.41,9.0,1.495,1.173913043478261
eos,EosJanuaryMarch2026.xlsx,XR1,L2,60191102,110,0.0,0.757,0.75,0.054,0.07,7.16,9.33,1.076,1.2962962962962965
eos,EosJanuaryMarch2026.xlsx,XR2,L2,60191102,113,0.0,0.75,0.75,0.052,0.07,6.91,9.33,0.0,1.3461538461538463
eos,EosJanuaryMarch2026.xlsx,XR3,L2,60191102,114,0.0,0.735,0.75,0.053,0.07,7.21,9.33,-2.234,1.3207547169811322
eos,EosJanuaryMarch2026.xlsx,XR1,L2,53281102,157,0.0,0.78,0.75,0.049,0.07,6.23,9.33,5.404,1.4285714285714286
eos,EosJanuaryMarch2026.xlsx,XR2,L2,53281102,157,0.0,0.78,0.75,0.046,0.07,5.94,9.33,5.302,1.5217391304347827
eos,EosJanuaryMarch2026.xlsx,XR3,L2,53281102,157,0.0,0.775,0.75,0.049,0.07,6.35,9.33,4.515,1.4285714285714286
eos,EosJanuaryMarch2026.xlsx,XR1,L3,60191103,75,0.0,1.949,1.95,0.136,0.18,6.98,9.23,-0.032,1.3235294117647058
eos,EosJanuaryMarch2026.xlsx,XR2,L3,60191103,74,0.0,1.956,1.95,0.124,0.18,6.36,9.23,0.31,1.4516129032258065
eos,EosJanuaryMarch2026.xlsx,XR3,L3,60191103,75,0.0,1.919,1.95,0.13,0.18,6.78,9.23,-1.469,1.3846153846153846
eos,EosJanuaryMarch2026.xlsx,XR1,L3,53281103,53,0.0,1.983,1.95,0.144,0.18,7.29,9.23,1.328,1.25
eos,EosJanuaryMarch2026.xlsx,XR2,L3,53281103,46,0.0,2.013,1.95,0.108,0.18,5.36,9.23,2.375,1.6666666666666665
eos,EosJanuaryMarch2026.xlsx,XR3,L3,53281103,54,0.0,1.974,1.95,0.134,0.18,6.78,9.23,0.998,1.3432835820895521
eos,EosJanuaryMarch2026.xlsx,XR3,L3,53281103,1587,0.0,0.936,0.924,0.606,0.085,64.8,9.14,5.427,0.14026402640264027
eos,eosAprilMai2026.xlsx,XR1,L1,60751101,88,0.0,0.315,0.31,0.023,0.027,7.25,8.71,1.737,1.173913043478261
eos,eosAprilMai2026.xlsx,XR2,L1,60751101,86,0.0,0.31,0.31,0.02,0.027,6.4,8.71,-0.16,1.3499999999999999
eos,eosAprilMai2026.xlsx,XR3,L1,60751101,84,0.0,0.304,0.31,0.02,0.027,6.62,8.71,-2.182,1.3499999999999999
eos,eosAprilMai2026.xlsx,XR1,L1,60191101,41,0.0,0.328,0.32,0.021,0.027,6.37,8.44,1.909,1.2857142857142856
eos,eosAprilMai2026.xlsx,XR2,L1,60191101,38,0.0,0.319,0.32,0.02,0.027,6.24,8.44,-0.3,1.3499999999999999
eos,eosAprilMai2026.xlsx,XR3,L1,60191101,38,0.0,0.316,0.32,0.02,0.027,6.45,8.44,-1.021,1.3499999999999999
eos,eosAprilMai2026.xlsx,XR1,L2,60751102,130,0.0,0.808,0.8,0.05,0.07,6.13,8.75,1.291,1.4000000000000001
eos,eosAprilMai2026.xlsx,XR2,L2,60751102,127,0.0,0.803,0.8,0.056,0.07,6.97,8.75,0.418,1.25
eos,eosAprilMai2026.xlsx,XR3,L2,60751102,126,0.0,0.785,0.8,0.054,0.07,6.88,8.75,-2.405,1.2962962962962965
eos,eosAprilMai2026.xlsx,XR1,L2,60191102,57,0.0,0.767,0.75,0.048,0.07,6.26,9.33,1.817,1.4583333333333335
eos,eosAprilMai2026.xlsx,XR2,L2,60191102,56,0.0,0.743,0.75,0.053,0.07,7.15,9.33,-0.802,1.3207547169811322
eos,eosAprilMai2026.xlsx,XR3,L2,60191102,55,0.0,0.743,0.75,0.048,0.07,6.46,9.33,-0.713,1.4583333333333335
eos,eosAprilMai2026.xlsx,XR1,L3,60751103,85,0.0,1.981,1.96,0.129,0.18,6.53,9.18,1.091,1.3953488372093021
eos,eosAprilMai2026.xlsx,XR2,L3,60751103,84,0.0,1.941,1.96,0.127,0.18,6.54,9.18,-0.958,1.4173228346456692
eos,eosAprilMai2026.xlsx,XR3,L3,60751103,84,0.0,1.955,1.96,0.13,0.18,6.65,9.18,-0.249,1.3846153846153846
eos,eosAprilMai2026.xlsx,XR1,L3,60191103,38,0.0,1.989,1.95,0.134,0.18,6.73,9.23,1.325,1.3432835820895521
eos,eosAprilMai2026.xlsx,XR2,L3,60191103,38,0.0,1.952,1.95,0.132,0.18,6.76,9.23,0.054,1.3636363636363635
eos,eosAprilMai2026.xlsx,XR3,L3,60191103,42,0.0,1.916,1.95,0.137,0.18,7.16,9.23,-1.209,1.313868613138686
eos,eosAprilMai2026.xlsx,XR3,L3,60191103,1297,0.0,0.983,0.984,0.652,0.089,66.26,8.92,-0.14,0.13650306748466257
